frequency;amplitude (in linear scale);phase (in radians)
0.0,0.2172,0.0
19.69,0.2065,-0.0156
35.43,0.1696,-0.0383
51.18,0.0164,3.0125
59.05,1.3959,2.3087
66.93,0.6734,0.955
106.30,0.3490,0.0343
389.76,0.3095,0.0031
